year,species_id,sex,hindfoot_length,weight,genus,species,taxa
1988,NL,M,33,190,Neotoma,albigula,Rodent
1988,NL,M,33,186,Neotoma,albigula,Rodent
1988,NL,M,34,176,Neotoma,albigula,Rodent
1988,NL,M,36,178,Neotoma,albigula,Rodent
1991,NL,M,42,113,Neotoma,albigula,Rodent
1978,OL,M,20,28,Onychomys,leucogaster,Rodent
1978,OL,M,21,33,Onychomys,leucogaster,Rodent
1978,OL,F,21,32,Onychomys,leucogaster,Rodent
1978,OL,M,20,27,Onychomys,leucogaster,Rodent
1979,OL,M,19,35,Onychomys,leucogaster,Rodent
1979,OL,F,20,40,Onychomys,leucogaster,Rodent
1980,OL,M,NA,36,Onychomys,leucogaster,Rodent
1981,OL,M,20,24,Onychomys,leucogaster,Rodent
1981,OL,F,21,24,Onychomys,leucogaster,Rodent
1982,OL,M,20,26,Onychomys,leucogaster,Rodent
1982,OL,M,21,31,Onychomys,leucogaster,Rodent
1984,OL,M,20,28,Onychomys,leucogaster,Rodent
1985,OL,F,20,44,Onychomys,leucogaster,Rodent
1985,OL,M,20,30,Onychomys,leucogaster,Rodent
1987,OL,M,20,27,Onychomys,leucogaster,Rodent
1987,OL,F,20,25,Onychomys,leucogaster,Rodent
1987,OL,M,22,29,Onychomys,leucogaster,Rodent
1992,OL,F,21,22,Onychomys,leucogaster,Rodent
2002,OL,M,20,26,Onychomys,leucogaster,Rodent
1984,PM,M,21,21,Peromyscus,maniculatus,Rodent
1997,PM,F,21,29,Peromyscus,maniculatus,Rodent
1997,PM,F,19,15,Peromyscus,maniculatus,Rodent
1997,PM,M,20,18,Peromyscus,maniculatus,Rodent
1989,PH,F,26,29,Perognathus,hispidus,Rodent
1989,PH,F,27,32,Perognathus,hispidus,Rodent
1990,PH,F,28,33,Perognathus,hispidus,Rodent
1990,PH,F,27,33,Perognathus,hispidus,Rodent
1990,PH,F,27,34,Perognathus,hispidus,Rodent
1990,PH,F,27,34,Perognathus,hispidus,Rodent
1990,PH,F,26,34,Perognathus,hispidus,Rodent
1990,PH,F,28,32,Perognathus,hispidus,Rodent
1990,PH,F,25,18,Perognathus,hispidus,Rodent
2002,SF,M,25,50,Sigmodon,fulviventer,Rodent
1978,NL,M,33,113,Neotoma,albigula,Rodent
1978,NL,M,32,118,Neotoma,albigula,Rodent
1978,NL,M,32,153,Neotoma,albigula,Rodent
1978,NL,M,NA,169,Neotoma,albigula,Rodent
1979,NL,M,36,151,Neotoma,albigula,Rodent
1979,NL,F,31,109,Neotoma,albigula,Rodent
1980,NL,F,33,120,Neotoma,albigula,Rodent
1980,NL,F,32,147,Neotoma,albigula,Rodent
1980,NL,F,33,189,Neotoma,albigula,Rodent
1980,NL,M,32,98,Neotoma,albigula,Rodent
1980,NL,F,33,80,Neotoma,albigula,Rodent
1981,NL,M,29,55,Neotoma,albigula,Rodent
1981,NL,M,32,87,Neotoma,albigula,Rodent
1981,NL,M,34,91,Neotoma,albigula,Rodent
1981,NL,F,31,85,Neotoma,albigula,Rodent
1983,NL,F,32,125,Neotoma,albigula,Rodent
1983,NL,F,32,142,Neotoma,albigula,Rodent
1983,NL,M,32,98,Neotoma,albigula,Rodent
1983,NL,M,32,113,Neotoma,albigula,Rodent
1983,NL,M,34,151,Neotoma,albigula,Rodent
1984,NL,F,31,95,Neotoma,albigula,Rodent
1984,NL,M,34,216,Neotoma,albigula,Rodent
1984,NL,M,33,139,Neotoma,albigula,Rodent
1985,NL,F,31,101,Neotoma,albigula,Rodent
1985,NL,F,31,119,Neotoma,albigula,Rodent
1985,NL,F,33,129,Neotoma,albigula,Rodent
1986,NL,F,33,188,Neotoma,albigula,Rodent
1986,NL,F,33,180,Neotoma,albigula,Rodent
1986,NL,F,32,180,Neotoma,albigula,Rodent
1986,NL,F,33,183,Neotoma,albigula,Rodent
1986,NL,F,34,188,Neotoma,albigula,Rodent
1986,NL,F,31,101,Neotoma,albigula,Rodent
1986,NL,F,34,184,Neotoma,albigula,Rodent
1986,NL,M,33,204,Neotoma,albigula,Rodent
1987,NL,F,29,80,Neotoma,albigula,Rodent
1987,NL,F,31,184,Neotoma,albigula,Rodent
1987,NL,F,29,75,Neotoma,albigula,Rodent
1987,NL,F,34,210,Neotoma,albigula,Rodent
1987,NL,F,35,211,Neotoma,albigula,Rodent
1987,NL,F,34,204,Neotoma,albigula,Rodent
1987,NL,M,32,106,Neotoma,albigula,Rodent
1988,NL,M,35,100,Neotoma,albigula,Rodent
1988,NL,F,34,195,Neotoma,albigula,Rodent
1988,NL,M,33,90,Neotoma,albigula,Rodent
1988,NL,M,32,94,Neotoma,albigula,Rodent
1989,NL,M,33,104,Neotoma,albigula,Rodent
1989,NL,M,NA,116,Neotoma,albigula,Rodent
1989,NL,M,34,151,Neotoma,albigula,Rodent
1993,NL,F,34,124,Neotoma,albigula,Rodent
1998,NL,M,31,140,Neotoma,albigula,Rodent
2001,NL,M,30,80,Neotoma,albigula,Rodent
2001,NL,M,31,174,Neotoma,albigula,Rodent
2002,NL,M,33,222,Neotoma,albigula,Rodent
2002,NL,M,31,203,Neotoma,albigula,Rodent
1979,OL,F,20,24,Onychomys,leucogaster,Rodent
1979,OL,M,20,35,Onychomys,leucogaster,Rodent
1979,OL,F,19,31,Onychomys,leucogaster,Rodent
1981,OL,F,NA,39,Onychomys,leucogaster,Rodent
1981,OL,M,NA,36,Onychomys,leucogaster,Rodent
1981,OL,F,22,36,Onychomys,leucogaster,Rodent
1981,OL,M,21,25,Onychomys,leucogaster,Rodent
1981,OL,M,21,34,Onychomys,leucogaster,Rodent
1981,OL,F,20,26,Onychomys,leucogaster,Rodent
1981,OL,M,23,38,Onychomys,leucogaster,Rodent
1982,OL,F,20,43,Onychomys,leucogaster,Rodent
1982,OL,M,21,44,Onychomys,leucogaster,Rodent
1982,OL,M,22,40,Onychomys,leucogaster,Rodent
1982,OL,M,19,30,Onychomys,leucogaster,Rodent
1982,OL,M,21,38,Onychomys,leucogaster,Rodent
1982,OL,M,18,36,Onychomys,leucogaster,Rodent
1982,OL,F,21,36,Onychomys,leucogaster,Rodent
1982,OL,M,19,26,Onychomys,leucogaster,Rodent
1982,OL,F,20,46,Onychomys,leucogaster,Rodent
1982,OL,M,20,40,Onychomys,leucogaster,Rodent
1982,OL,M,17,11,Onychomys,leucogaster,Rodent
1982,OL,M,21,34,Onychomys,leucogaster,Rodent
1982,OL,F,20,39,Onychomys,leucogaster,Rodent
1982,OL,M,19,15,Onychomys,leucogaster,Rodent
1982,OL,F,20,41,Onychomys,leucogaster,Rodent
1982,OL,M,21,36,Onychomys,leucogaster,Rodent
1982,OL,M,21,35,Onychomys,leucogaster,Rodent
1982,OL,M,22,28,Onychomys,leucogaster,Rodent
1982,OL,M,NA,34,Onychomys,leucogaster,Rodent
1982,OL,M,22,29,Onychomys,leucogaster,Rodent
1982,OL,F,22,40,Onychomys,leucogaster,Rodent
1983,OL,M,21,40,Onychomys,leucogaster,Rodent
1983,OL,M,22,37,Onychomys,leucogaster,Rodent
1983,OL,M,21,38,Onychomys,leucogaster,Rodent
1983,OL,M,21,46,Onychomys,leucogaster,Rodent
1983,OL,F,22,32,Onychomys,leucogaster,Rodent
1984,OL,F,21,28,Onychomys,leucogaster,Rodent
1984,OL,M,22,43,Onychomys,leucogaster,Rodent
1984,OL,F,21,38,Onychomys,leucogaster,Rodent
1984,OL,M,19,18,Onychomys,leucogaster,Rodent
1984,OL,F,21,36,Onychomys,leucogaster,Rodent
1984,OL,F,22,38,Onychomys,leucogaster,Rodent
1984,OL,M,21,43,Onychomys,leucogaster,Rodent
1984,OL,F,19,30,Onychomys,leucogaster,Rodent
1984,OL,M,21,46,Onychomys,leucogaster,Rodent
1985,OL,F,20,45,Onychomys,leucogaster,Rodent
1985,OL,M,21,32,Onychomys,leucogaster,Rodent
1985,OL,F,20,34,Onychomys,leucogaster,Rodent
1985,OL,M,22,35,Onychomys,leucogaster,Rodent
1985,OL,F,20,34,Onychomys,leucogaster,Rodent
1985,OL,F,22,39,Onychomys,leucogaster,Rodent
1985,OL,M,20,28,Onychomys,leucogaster,Rodent
1985,OL,M,21,27,Onychomys,leucogaster,Rodent
1985,OL,F,20,35,Onychomys,leucogaster,Rodent
1985,OL,F,20,56,Onychomys,leucogaster,Rodent
1985,OL,F,19,35,Onychomys,leucogaster,Rodent
1985,OL,M,21,35,Onychomys,leucogaster,Rodent
1985,OL,M,21,32,Onychomys,leucogaster,Rodent
1985,OL,F,20,38,Onychomys,leucogaster,Rodent
1985,OL,F,20,42,Onychomys,leucogaster,Rodent
1985,OL,M,22,37,Onychomys,leucogaster,Rodent
1985,OL,M,23,34,Onychomys,leucogaster,Rodent
1985,OL,M,22,20,Onychomys,leucogaster,Rodent
1986,OL,M,21,37,Onychomys,leucogaster,Rodent
1986,OL,F,20,27,Onychomys,leucogaster,Rodent
1986,OL,M,21,38,Onychomys,leucogaster,Rodent
1986,OL,F,20,27,Onychomys,leucogaster,Rodent
1986,OL,F,21,29,Onychomys,leucogaster,Rodent
1986,OL,F,19,36,Onychomys,leucogaster,Rodent
1986,OL,M,20,30,Onychomys,leucogaster,Rodent
1986,OL,M,22,27,Onychomys,leucogaster,Rodent
1986,OL,M,22,35,Onychomys,leucogaster,Rodent
1986,OL,M,19,26,Onychomys,leucogaster,Rodent
1986,OL,F,19,36,Onychomys,leucogaster,Rodent
1986,OL,M,22,35,Onychomys,leucogaster,Rodent
1987,OL,M,20,32,Onychomys,leucogaster,Rodent
1987,OL,M,19,39,Onychomys,leucogaster,Rodent
1987,OL,F,21,42,Onychomys,leucogaster,Rodent
1987,OL,M,20,31,Onychomys,leucogaster,Rodent
1987,OL,F,20,34,Onychomys,leucogaster,Rodent
1987,OL,F,20,33,Onychomys,leucogaster,Rodent
1987,OL,M,19,30,Onychomys,leucogaster,Rodent
1987,OL,F,20,31,Onychomys,leucogaster,Rodent
1987,OL,M,21,31,Onychomys,leucogaster,Rodent
1988,OL,M,21,40,Onychomys,leucogaster,Rodent
1989,OL,F,22,37,Onychomys,leucogaster,Rodent
1989,OL,M,20,34,Onychomys,leucogaster,Rodent
1989,OL,M,22,39,Onychomys,leucogaster,Rodent
1991,OL,F,19,37,Onychomys,leucogaster,Rodent
1992,OL,M,20,24,Onychomys,leucogaster,Rodent
1992,OL,M,21,31,Onychomys,leucogaster,Rodent
1994,OL,F,21,16,Onychomys,leucogaster,Rodent
1994,OL,M,20,19,Onychomys,leucogaster,Rodent
1995,OL,M,21,35,Onychomys,leucogaster,Rodent
1982,PM,M,21,23,Peromyscus,maniculatus,Rodent
1985,PM,F,21,22,Peromyscus,maniculatus,Rodent
1985,PM,M,21,24,Peromyscus,maniculatus,Rodent
1987,PM,M,20,22,Peromyscus,maniculatus,Rodent
1987,PM,M,21,25,Peromyscus,maniculatus,Rodent
1989,PM,F,21,19,Peromyscus,maniculatus,Rodent
1989,PM,M,21,22,Peromyscus,maniculatus,Rodent
1996,PM,M,20,13,Peromyscus,maniculatus,Rodent
1997,PM,M,20,19,Peromyscus,maniculatus,Rodent
1997,PM,M,20,22,Peromyscus,maniculatus,Rodent
1997,PM,F,21,22,Peromyscus,maniculatus,Rodent
1997,PM,M,21,19,Peromyscus,maniculatus,Rodent
1997,PM,F,20,21,Peromyscus,maniculatus,Rodent
1997,PM,F,19,24,Peromyscus,maniculatus,Rodent
1997,PM,M,20,14,Peromyscus,maniculatus,Rodent
1998,PM,F,20,19,Peromyscus,maniculatus,Rodent
2001,PM,F,20,31,Peromyscus,maniculatus,Rodent
1984,PH,M,27,31,Perognathus,hispidus,Rodent
1997,PL,M,21,23,Peromyscus,leucopus,Rodent
1978,NL,F,33,212,Neotoma,albigula,Rodent
1980,NL,M,35,239,Neotoma,albigula,Rodent
1980,NL,F,NA,135,Neotoma,albigula,Rodent
1981,NL,F,32,185,Neotoma,albigula,Rodent
1981,NL,F,33,186,Neotoma,albigula,Rodent
1982,NL,F,33,193,Neotoma,albigula,Rodent
1982,NL,F,32,194,Neotoma,albigula,Rodent
1982,NL,F,32,248,Neotoma,albigula,Rodent
1982,NL,M,34,235,Neotoma,albigula,Rodent
1982,NL,F,32,190,Neotoma,albigula,Rodent
1982,NL,F,29,106,Neotoma,albigula,Rodent
1982,NL,F,32,203,Neotoma,albigula,Rodent
1982,NL,F,33,210,Neotoma,albigula,Rodent
1982,NL,F,33,205,Neotoma,albigula,Rodent
1982,NL,F,NA,195,Neotoma,albigula,Rodent
1982,NL,F,32,213,Neotoma,albigula,Rodent
1982,NL,F,32,205,Neotoma,albigula,Rodent
1982,NL,F,30,176,Neotoma,albigula,Rodent
1983,NL,M,33,184,Neotoma,albigula,Rodent
1984,NL,F,31,160,Neotoma,albigula,Rodent
1987,NL,F,32,171,Neotoma,albigula,Rodent
1988,NL,F,34,190,Neotoma,albigula,Rodent
1988,NL,M,32,176,Neotoma,albigula,Rodent
1988,NL,M,33,131,Neotoma,albigula,Rodent
1989,NL,M,34,240,Neotoma,albigula,Rodent
1997,NL,F,32,147,Neotoma,albigula,Rodent
1980,OL,F,19,26,Onychomys,leucogaster,Rodent
1980,OL,F,19,25,Onychomys,leucogaster,Rodent
1981,OL,F,20,37,Onychomys,leucogaster,Rodent
1981,OL,F,21,51,Onychomys,leucogaster,Rodent
1981,OL,F,NA,37,Onychomys,leucogaster,Rodent
1982,OL,M,21,45,Onychomys,leucogaster,Rodent
1982,OL,M,22,42,Onychomys,leucogaster,Rodent
1982,OL,M,NA,45,Onychomys,leucogaster,Rodent
1982,OL,F,21,26,Onychomys,leucogaster,Rodent
1982,OL,F,20,31,Onychomys,leucogaster,Rodent
1982,OL,M,22,43,Onychomys,leucogaster,Rodent
1983,OL,M,22,46,Onychomys,leucogaster,Rodent
1983,OL,F,18,14,Onychomys,leucogaster,Rodent
1983,OL,F,20,31,Onychomys,leucogaster,Rodent
1983,OL,F,20,41,Onychomys,leucogaster,Rodent
1983,OL,M,22,37,Onychomys,leucogaster,Rodent
1983,OL,F,21,34,Onychomys,leucogaster,Rodent
1983,OL,M,20,39,Onychomys,leucogaster,Rodent
1983,OL,F,21,36,Onychomys,leucogaster,Rodent
1983,OL,M,22,34,Onychomys,leucogaster,Rodent
1984,OL,M,21,41,Onychomys,leucogaster,Rodent
1984,OL,M,21,42,Onychomys,leucogaster,Rodent
1984,OL,F,20,39,Onychomys,leucogaster,Rodent
1984,OL,F,21,34,Onychomys,leucogaster,Rodent
1984,OL,M,21,38,Onychomys,leucogaster,Rodent
1984,OL,M,21,28,Onychomys,leucogaster,Rodent
1984,OL,M,19,28,Onychomys,leucogaster,Rodent
1984,OL,M,21,29,Onychomys,leucogaster,Rodent
1984,OL,M,18,16,Onychomys,leucogaster,Rodent
1984,OL,F,20,15,Onychomys,leucogaster,Rodent
1985,OL,F,20,31,Onychomys,leucogaster,Rodent
1985,OL,M,20,31,Onychomys,leucogaster,Rodent
1985,OL,F,19,29,Onychomys,leucogaster,Rodent
1985,OL,F,20,15,Onychomys,leucogaster,Rodent
1985,OL,M,21,27,Onychomys,leucogaster,Rodent
1985,OL,F,20,28,Onychomys,leucogaster,Rodent
1985,OL,M,20,25,Onychomys,leucogaster,Rodent
1985,OL,M,20,29,Onychomys,leucogaster,Rodent
1985,OL,M,21,29,Onychomys,leucogaster,Rodent
1985,OL,M,21,33,Onychomys,leucogaster,Rodent
1985,OL,M,22,37,Onychomys,leucogaster,Rodent
1985,OL,F,20,26,Onychomys,leucogaster,Rodent
1985,OL,M,20,35,Onychomys,leucogaster,Rodent
1985,OL,F,21,30,Onychomys,leucogaster,Rodent
1985,OL,F,20,32,Onychomys,leucogaster,Rodent
1985,OL,M,21,29,Onychomys,leucogaster,Rodent
1987,OL,M,19,39,Onychomys,leucogaster,Rodent
1987,OL,M,20,28,Onychomys,leucogaster,Rodent
1987,OL,F,21,31,Onychomys,leucogaster,Rodent
1987,OL,F,22,28,Onychomys,leucogaster,Rodent
1987,OL,M,21,39,Onychomys,leucogaster,Rodent
1987,OL,M,22,37,Onychomys,leucogaster,Rodent
1989,OL,M,21,25,Onychomys,leucogaster,Rodent
1989,OL,M,22,36,Onychomys,leucogaster,Rodent
1989,OL,F,22,31,Onychomys,leucogaster,Rodent
1989,OL,M,22,30,Onychomys,leucogaster,Rodent
1989,OL,F,21,35,Onychomys,leucogaster,Rodent
1989,OL,M,22,31,Onychomys,leucogaster,Rodent
1989,OL,M,22,36,Onychomys,leucogaster,Rodent
1989,OL,M,22,31,Onychomys,leucogaster,Rodent
1991,OL,M,21,24,Onychomys,leucogaster,Rodent
1992,OL,F,18,26,Onychomys,leucogaster,Rodent
1992,OL,M,12,23,Onychomys,leucogaster,Rodent
1992,OL,M,19,21,Onychomys,leucogaster,Rodent
1993,OL,F,20,31,Onychomys,leucogaster,Rodent
1994,OL,M,20,17,Onychomys,leucogaster,Rodent
1994,OL,M,20,19,Onychomys,leucogaster,Rodent
1994,OL,M,20,17,Onychomys,leucogaster,Rodent
1994,OL,F,20,22,Onychomys,leucogaster,Rodent
1995,OL,F,21,19,Onychomys,leucogaster,Rodent
1995,OL,F,21,20,Onychomys,leucogaster,Rodent
1995,OL,F,20,27,Onychomys,leucogaster,Rodent
1983,PM,M,21,26,Peromyscus,maniculatus,Rodent
1987,PM,F,21,26,Peromyscus,maniculatus,Rodent
1987,PM,F,21,21,Peromyscus,maniculatus,Rodent
1987,PM,M,18,12,Peromyscus,maniculatus,Rodent
1987,PM,M,22,23,Peromyscus,maniculatus,Rodent
1987,PM,F,21,25,Peromyscus,maniculatus,Rodent
1987,PM,M,NA,27,Peromyscus,maniculatus,Rodent
1987,PM,M,20,27,Peromyscus,maniculatus,Rodent
1988,PM,F,21,27,Peromyscus,maniculatus,Rodent
1988,PM,M,21,26,Peromyscus,maniculatus,Rodent
1988,PM,F,22,21,Peromyscus,maniculatus,Rodent
1995,PM,F,21,31,Peromyscus,maniculatus,Rodent
1995,PM,F,21,27,Peromyscus,maniculatus,Rodent
1996,PM,M,20,23,Peromyscus,maniculatus,Rodent
1997,PM,M,20,19,Peromyscus,maniculatus,Rodent
1997,PM,F,21,16,Peromyscus,maniculatus,Rodent
1997,PM,M,22,23,Peromyscus,maniculatus,Rodent
1997,PM,M,21,19,Peromyscus,maniculatus,Rodent
1997,PM,M,22,20,Peromyscus,maniculatus,Rodent
1997,PM,M,21,22,Peromyscus,maniculatus,Rodent
1997,PM,M,21,24,Peromyscus,maniculatus,Rodent
1997,PM,M,22,23,Peromyscus,maniculatus,Rodent
1997,PM,M,20,13,Peromyscus,maniculatus,Rodent
1997,PM,M,20,17,Peromyscus,maniculatus,Rodent
1997,PM,F,20,15,Peromyscus,maniculatus,Rodent
1997,PM,M,20,10,Peromyscus,maniculatus,Rodent
1997,PM,F,20,11,Peromyscus,maniculatus,Rodent
1997,PM,F,20,11,Peromyscus,maniculatus,Rodent
1998,PM,M,20,25,Peromyscus,maniculatus,Rodent
1998,PM,F,20,23,Peromyscus,maniculatus,Rodent
1998,PM,M,20,13,Peromyscus,maniculatus,Rodent
1998,PM,M,19,12,Peromyscus,maniculatus,Rodent
1998,PM,F,19,19,Peromyscus,maniculatus,Rodent
1998,PM,F,20,20,Peromyscus,maniculatus,Rodent
1998,PM,M,21,23,Peromyscus,maniculatus,Rodent
1998,PM,F,18,19,Peromyscus,maniculatus,Rodent
1998,PM,M,19,21,Peromyscus,maniculatus,Rodent
1998,PM,M,22,22,Peromyscus,maniculatus,Rodent
1998,PM,F,19,23,Peromyscus,maniculatus,Rodent
1998,PM,M,21,26,Peromyscus,maniculatus,Rodent
1998,PM,M,21,27,Peromyscus,maniculatus,Rodent
1999,PM,M,20,25,Peromyscus,maniculatus,Rodent
1999,PM,M,20,12,Peromyscus,maniculatus,Rodent
1999,PM,M,21,24,Peromyscus,maniculatus,Rodent
1999,PM,M,19,29,Peromyscus,maniculatus,Rodent
1999,PM,F,19,23,Peromyscus,maniculatus,Rodent
1999,PM,M,21,24,Peromyscus,maniculatus,Rodent
1999,PM,M,22,24,Peromyscus,maniculatus,Rodent
1989,RF,M,17,12,Reithrodontomys,fulvescens,Rodent
1989,RF,F,17,17,Reithrodontomys,fulvescens,Rodent
1989,RF,F,18,13,Reithrodontomys,fulvescens,Rodent
1990,RF,M,18,13,Reithrodontomys,fulvescens,Rodent
1990,RF,F,17,14,Reithrodontomys,fulvescens,Rodent
1984,PH,M,28,29,Perognathus,hispidus,Rodent
1997,PL,M,22,20,Peromyscus,leucopus,Rodent
1980,NL,M,35,241,Neotoma,albigula,Rodent
1982,NL,M,35,152,Neotoma,albigula,Rodent
1983,NL,F,31,116,Neotoma,albigula,Rodent
1983,NL,F,33,120,Neotoma,albigula,Rodent
1983,NL,F,32,139,Neotoma,albigula,Rodent
1983,NL,F,32,158,Neotoma,albigula,Rodent
1983,NL,F,34,178,Neotoma,albigula,Rodent
1984,NL,F,33,166,Neotoma,albigula,Rodent
1987,NL,M,34,205,Neotoma,albigula,Rodent
1988,NL,M,34,215,Neotoma,albigula,Rodent
1997,NL,M,32,220,Neotoma,albigula,Rodent
2001,NL,M,32,178,Neotoma,albigula,Rodent
2002,NL,F,33,180,Neotoma,albigula,Rodent
2002,NL,F,33,188,Neotoma,albigula,Rodent
1978,OL,M,22,36,Onychomys,leucogaster,Rodent
1979,OL,F,NA,32,Onychomys,leucogaster,Rodent
1980,OL,M,NA,40,Onychomys,leucogaster,Rodent
1982,OL,F,21,39,Onychomys,leucogaster,Rodent
1982,OL,F,21,27,Onychomys,leucogaster,Rodent
1983,OL,F,21,38,Onychomys,leucogaster,Rodent
1983,OL,M,21,33,Onychomys,leucogaster,Rodent
1983,OL,M,21,33,Onychomys,leucogaster,Rodent
1983,OL,F,21,28,Onychomys,leucogaster,Rodent
1984,OL,F,22,33,Onychomys,leucogaster,Rodent
1984,OL,M,18,15,Onychomys,leucogaster,Rodent
1985,OL,M,19,32,Onychomys,leucogaster,Rodent
1985,OL,F,21,31,Onychomys,leucogaster,Rodent
1985,OL,F,19,31,Onychomys,leucogaster,Rodent
1985,OL,M,21,32,Onychomys,leucogaster,Rodent
1985,OL,M,21,31,Onychomys,leucogaster,Rodent
1985,OL,F,22,37,Onychomys,leucogaster,Rodent
1985,OL,M,19,36,Onychomys,leucogaster,Rodent
1985,OL,M,20,20,Onychomys,leucogaster,Rodent
1986,OL,F,19,31,Onychomys,leucogaster,Rodent
1986,OL,F,21,33,Onychomys,leucogaster,Rodent
1986,OL,M,20,36,Onychomys,leucogaster,Rodent
1987,OL,M,22,38,Onychomys,leucogaster,Rodent
1987,OL,F,19,31,Onychomys,leucogaster,Rodent
1987,OL,M,39,22,Onychomys,leucogaster,Rodent
1987,OL,F,18,31,Onychomys,leucogaster,Rodent
1987,OL,M,20,37,Onychomys,leucogaster,Rodent
1988,OL,M,20,33,Onychomys,leucogaster,Rodent
1988,OL,F,20,39,Onychomys,leucogaster,Rodent
1988,OL,M,21,35,Onychomys,leucogaster,Rodent
1989,OL,M,22,29,Onychomys,leucogaster,Rodent
1989,OL,M,22,31,Onychomys,leucogaster,Rodent
1990,OL,F,20,10,Onychomys,leucogaster,Rodent
1990,OL,M,NA,30,Onychomys,leucogaster,Rodent
1990,OL,F,NA,32,Onychomys,leucogaster,Rodent
1990,OL,M,20,29,Onychomys,leucogaster,Rodent
1990,OL,F,22,32,Onychomys,leucogaster,Rodent
1995,OL,F,20,35,Onychomys,leucogaster,Rodent
1995,OL,F,18,28,Onychomys,leucogaster,Rodent
1995,OL,M,17,30,Onychomys,leucogaster,Rodent
1996,OL,M,21,28,Onychomys,leucogaster,Rodent
1996,OL,M,19,27,Onychomys,leucogaster,Rodent
1996,OL,M,21,29,Onychomys,leucogaster,Rodent
1982,PM,F,19,26,Peromyscus,maniculatus,Rodent
1982,PM,M,21,24,Peromyscus,maniculatus,Rodent
1983,PM,M,19,24,Peromyscus,maniculatus,Rodent
1984,PM,F,20,13,Peromyscus,maniculatus,Rodent
1987,PM,F,21,24,Peromyscus,maniculatus,Rodent
1987,PM,M,21,25,Peromyscus,maniculatus,Rodent
1987,PM,M,NA,24,Peromyscus,maniculatus,Rodent
1987,PM,M,20,26,Peromyscus,maniculatus,Rodent
1988,PM,M,21,20,Peromyscus,maniculatus,Rodent
1988,PM,M,21,20,Peromyscus,maniculatus,Rodent
1988,PM,M,21,27,Peromyscus,maniculatus,Rodent
1989,PM,M,21,19,Peromyscus,maniculatus,Rodent
1989,PM,M,17,18,Peromyscus,maniculatus,Rodent
1997,PM,M,21,22,Peromyscus,maniculatus,Rodent
1997,PM,M,22,21,Peromyscus,maniculatus,Rodent
1997,PM,F,20,22,Peromyscus,maniculatus,Rodent
1997,PM,M,21,26,Peromyscus,maniculatus,Rodent
1997,PM,M,21,22,Peromyscus,maniculatus,Rodent
1997,PM,M,19,19,Peromyscus,maniculatus,Rodent
1998,PM,F,20,20,Peromyscus,maniculatus,Rodent
1998,PM,M,22,22,Peromyscus,maniculatus,Rodent
1999,PM,M,21,21,Peromyscus,maniculatus,Rodent
1999,PM,M,20,26,Peromyscus,maniculatus,Rodent
1999,PM,M,20,20,Peromyscus,maniculatus,Rodent
1999,PM,M,20,21,Peromyscus,maniculatus,Rodent
1999,PM,F,20,18,Peromyscus,maniculatus,Rodent
2001,PM,F,20,27,Peromyscus,maniculatus,Rodent
1988,RF,M,17,14,Reithrodontomys,fulvescens,Rodent
1989,RF,M,16,13,Reithrodontomys,fulvescens,Rodent
1989,RF,M,19,13,Reithrodontomys,fulvescens,Rodent
1989,RF,F,17,16,Reithrodontomys,fulvescens,Rodent
1989,RF,F,16,12,Reithrodontomys,fulvescens,Rodent
1989,RF,F,17,10,Reithrodontomys,fulvescens,Rodent
1989,RF,F,17,10,Reithrodontomys,fulvescens,Rodent
1989,RF,F,NA,9,Reithrodontomys,fulvescens,Rodent
1979,NL,M,32,101,Neotoma,albigula,Rodent
1981,NL,F,33,200,Neotoma,albigula,Rodent
1981,NL,M,34,175,Neotoma,albigula,Rodent
1983,NL,F,32,196,Neotoma,albigula,Rodent
1987,NL,M,NA,187,Neotoma,albigula,Rodent
1988,NL,M,33,126,Neotoma,albigula,Rodent
1980,OL,F,NA,35,Onychomys,leucogaster,Rodent
1980,OL,M,NA,42,Onychomys,leucogaster,Rodent
1980,OL,F,20,32,Onychomys,leucogaster,Rodent
1980,OL,F,20,32,Onychomys,leucogaster,Rodent
1980,OL,M,20,36,Onychomys,leucogaster,Rodent
1980,OL,F,19,15,Onychomys,leucogaster,Rodent
1980,OL,F,21,17,Onychomys,leucogaster,Rodent
1980,OL,M,20,33,Onychomys,leucogaster,Rodent
1980,OL,F,20,31,Onychomys,leucogaster,Rodent
1981,OL,M,22,41,Onychomys,leucogaster,Rodent
1982,OL,F,20,26,Onychomys,leucogaster,Rodent
1982,OL,F,20,32,Onychomys,leucogaster,Rodent
1982,OL,F,20,48,Onychomys,leucogaster,Rodent
1982,OL,M,21,44,Onychomys,leucogaster,Rodent
1982,OL,M,NA,43,Onychomys,leucogaster,Rodent
1982,OL,F,NA,56,Onychomys,leucogaster,Rodent
1984,OL,M,18,20,Onychomys,leucogaster,Rodent
1984,OL,F,20,35,Onychomys,leucogaster,Rodent
1984,OL,F,20,38,Onychomys,leucogaster,Rodent
1985,OL,F,20,36,Onychomys,leucogaster,Rodent
1985,OL,F,21,26,Onychomys,leucogaster,Rodent
1985,OL,F,19,30,Onychomys,leucogaster,Rodent
1985,OL,F,21,40,Onychomys,leucogaster,Rodent
1985,OL,M,21,28,Onychomys,leucogaster,Rodent
1985,OL,M,20,37,Onychomys,leucogaster,Rodent
1985,OL,M,19,30,Onychomys,leucogaster,Rodent
1985,OL,M,24,34,Onychomys,leucogaster,Rodent
